artifact_id,pred_json
MEMO-018,"{""L0_doc_id"": ""MEMO-018"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แคมเปญ E7-1 SONGKRAN 2568\nรายละเอียด\nลด 7% ทั่วร้านในช่วงสงกรานต์ 2568\nการด  าเนินการที่ต้องท  า\nสาขาเตรียมโปสเตอร์และพนักงานเตรียมตอบค  าถาม\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-04-10""}"
MEMO-019,"{""L0_doc_id"": ""MEMO-019"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง เปิดตัว Care+ Tier (PM5)\nรายละเอียด\nโปรแกรม Care+ เริ่มจาก SF-Galaxy-Pro-2568 และ NT-LT-001\nการด  าเนินการที่ต้องท  า\nพนักงานหน้าร้านศึกษาเง่อื นไขรายสินค้า\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-05-01""}"
MEMO-020,"{""L0_doc_id"": ""MEMO-020"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ปรับเส้นทาง warranty routing (PM6)\nรายละเอียด\nส่งซ่อม NovaTech ตรงไปยัง NovaTech Service\nการด  าเนินการที่ต้องท  า\nทีมบริการหลังการขายปรับ flow การรับเคร่อื ง\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-06-01""}"
MEMO-021,"{""L0_doc_id"": ""MEMO-021"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง เปิดตัว SF Galaxy Pro 2568\nรายละเอียด\nสินค้าใหม่ตระกูล SaiFah Galaxy Pro 2568 พร้อมโปร launch\nการด  าเนินการที่ต้องท  า\nสาขาจัดวางจุดสาธิตและฝึก demo\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-07-15""}"
MEMO-022,"{""L0_doc_id"": ""MEMO-022"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แคมเปญ E7-2 Mid-Year 2568\nรายละเอียด\nลด 10% สิน้ ปีงบประมาณ Mid-Year 2568\nการด  าเนินการที่ต้องท  า\nสาขาเตรียมจัดเรียงสินค้าและพร้อมรับ traffic เพิ่มขึน้\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-08-01""}"
MEMO-023,"{""L0_doc_id"": ""MEMO-023"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แจ้งการเรียกคืน NT-LT-001 (E9)\nรายละเอียด\nประกาศเรียกคืนสินค้า NT-LT-001 ตามเหตุการณ์ E9\nการด  าเนินการที่ต้องท  า\nสาขารับเร่อื งคืนตามขัน้ ตอน vendor recall\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-09-10""}"
MEMO-024,"{""L0_doc_id"": ""MEMO-024"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""บันทึกข้อความ / INTERNAL MEMO\nบริษัท ฟ้าใหม่ จ  ากัด (FahMai Co., Ltd.)\nเรียน หัวหน้าทีมทุกท่าน\nจาก ฝ่ายปฏิบัติการ\nวันท่ี 2568-09-15\nเลขท่ี MEMO-024\nเร่ือง ทบทวนแผนปฏิบัติการรับมือเหตุการณ์ E9\nอ้างอิง E9\nเพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ทบทวนแผนรับมือเหตุการณ์ E9\nรายละเอียด\nขัน้ ตอนการตอบสนองเม่อื มีลูกค้าน  าเคร่อื งคืน\nการด  าเนินการที่ต้องท  า\nหัวหน้าทีมประชุมทีมและซักซ้อมขัน้ ตอน\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง\n1 / 1"", ""L0_issue_date"": ""2025-09-15""}"
MEMO-025,"{""L0_doc_id"": ""MEMO-025"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ประกาศปรับสัญญา PayWise V-013 v4\nรายละเอียด\nปรับสัญญา PayWise ฉบับ v4 เพ่อื ให้สอดคล้องด้านการก  ากับ\ndการด  าเนินการที่ต้องท  า\nทีมการเงินตรวจสอบ flow การค  านวณค่าธรรมเนียม\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-10-15""}"
MEMO-026,"{""L0_doc_id"": ""MEMO-026"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แคมเปญ E7-3 MEGA 11.11 2568\nรายละเอียด\nลด 11% ทั่วร้านวันที่ 11.11 2568\nการด  าเนินการที่ต้องท  า\nเตรียมสต็อกและเวรพนักงานเพิ่มเป็นพิเศษ\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-11-11""}"
MEMO-027,"{""L0_doc_id"": ""MEMO-027"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แคมเปญ E7-4 MEGA 12.12 2568\nรายละเอียด\nลด 12% ทั่วร้านวันที่ 12.12 2568\nการด  าเนินการที่ต้องท  า\nเตรียมสต็อกและเวรพนักงานเพิ่มเป็นพิเศษ\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-12-12""}"
MEMO-028,"{""L0_doc_id"": ""MEMO-028"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง สรุปผลการด  าเนินงานสิน้ ปี 2568\nรายละเอียด\nสรุปผลประกอบการและทิศทางที่จะท  าต่อในปี 2569\nการด  าเนินการที่ต้องท  า\nหัวหน้าแผนกเตรียมข้อมูลเพ่อื ประชุมประจ  าปี\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-12-20""}"
POL-001,"{""L0_policy_version_id"": ""v1"", ""L0_policy_class"": ""return"", ""L0_policy_variable"": """", ""L0_scope_filter"": ""ครอบคลุมการคืนสินค้าทุกประเภทผ่านทุกช่องทาง"", ""L0_effective_date"": ""2024-01-01"", ""L0_policy_doc_filename"": """"}"
POL-002,"{""L0_policy_version_id"": ""v2"", ""L0_policy_class"": ""return"", ""L0_policy_variable"": ""ระยะเวลาคืน 21 วันนับจากวันซ้อื โปรดยึดถือเป็นแนวปฏิบัติเริ่มตัง้ แต่วันที่มีผลบังคับใช้"", ""L0_scope_filter"": ""ครอบคลุมรายการขายทัง้ หมดหลังวันมีผลบังคับใช้"", ""L0_effective_date"": ""2025-03-01"", ""L0_policy_doc_filename"": """"}"
POL-003,"{""L0_policy_version_id"": ""v1"", ""L0_policy_class"": ""membership"", ""L0_policy_variable"": ""0.01 คะแนนต่อบาท"", ""L0_scope_filter"": ""ส  าหรับลูกค้าสมาชิกทุกระดับ"", ""L0_effective_date"": ""2024-01-01"", ""L0_policy_doc_filename"": """"}"
POL-004,"{""L0_policy_version_id"": ""v2"", ""L0_policy_class"": ""membership"", ""L0_policy_variable"": ""0.0125"", ""L0_scope_filter"": ""สำหรับลูกค้าสมาชิกทุกระดับ"", ""L0_effective_date"": ""2025-04-01"", ""L0_policy_doc_filename"": """"}"
POL-005,"{""L0_policy_version_id"": ""v1"", ""L0_policy_class"": ""signing_authority"", ""L0_policy_variable"": ""signing authority ladder"", ""L0_scope_filter"": ""ใช้กับกำรคืนเงินทุกรำยกำรในทุกสำขำ"", ""L0_effective_date"": ""2024-01-01"", ""L0_policy_doc_filename"": """"}"
POL-006,"{""L0_policy_version_id"": ""v2"", ""L0_policy_class"": ""signing_authority"", ""L0_policy_variable"": """", ""L0_scope_filter"": ""ใชูกับการคืนเงินทุกรายการในทุกสาขา"", ""L0_effective_date"": ""2025-02-15"", ""L0_policy_doc_filename"": """"}"
POL-007,"{""L0_policy_version_id"": ""v1"", ""L0_policy_class"": ""warranty"", ""L0_policy_variable"": ""Care+"", ""L0_scope_filter"": ""เริ่มต้นกับ SF-Galaxy-Pro-2568 และ NT-LT-001"", ""L0_effective_date"": ""2025-05-01"", ""L0_policy_doc_filename"": """"}"
POL-008,"{""L0_policy_version_id"": ""v2"", ""L0_policy_class"": ""warranty"", ""L0_policy_variable"": ""PM6"", ""L0_scope_filter"": ""ใช้กับสินค้า NovaTech ทุก SKU"", ""L0_effective_date"": ""2025-06-01"", ""L0_policy_doc_filename"": """"}"
POL-009,"{""L0_policy_version_id"": ""v1"", ""L0_policy_class"": ""shipping"", ""L0_policy_variable"": ""ค่าจัดส่งและเกณฑ์ส่งฟรี"", ""L0_scope_filter"": ""ใช้กับลูกค้าทั่วไปทุกช่องทาง"", ""L0_effective_date"": ""2024-01-01"", ""L0_policy_doc_filename"": """"}"
POL-010,"{""L0_policy_version_id"": ""v2"", ""L0_policy_class"": ""shipping"", ""L0_policy_variable"": ""ส่งฟรีเม่อื ยอดซ้อื ตัง้ แต่ 199 บาท"", ""L0_scope_filter"": ""ใช้กับลูกค้าทั่วไปทุกช่องทาง"", ""L0_effective_date"": ""2025-04-01"", ""L0_policy_doc_filename"": """"}"
POL-011,"{""L0_policy_version_id"": ""v1"", ""L0_policy_class"": ""refund"", ""L0_policy_variable"": ""2,000 บาท"", ""L0_scope_filter"": ""ใช้กับการคืนเงินทั้วทั้งบริษัท"", ""L0_effective_date"": ""2024-01-01"", ""L0_policy_doc_filename"": """"}"
POL-012,"{""L0_policy_version_id"": ""v2"", ""L0_policy_class"": ""refund"", ""L0_policy_variable"": ""5,000 บาท"", ""L0_scope_filter"": ""ใช้กับการคืนเงินทั่วทัง้ บริษัท"", ""L0_effective_date"": ""2025-03-15"", ""L0_policy_doc_filename"": """"}"
TRAIN-001,"{""L0_doc_id"": ""TRAIN-001"", ""L0_doc_kind"": ""Onboarding"", ""L0_template_name"": ""การปฐมนิเทศพนักงานใหม่ (Onboarding)"", ""L0_body_source"": ""เริ่มจากภาพรวมขององค์กร นโยบายหลัก เคร่อื งมือที่ใช้ในการท  างาน และการประเมินผลในช่วงทดลองงาน"", ""L0_issue_date"": ""2024-01-15""}"
TRAIN-002,"{""L0_doc_id"": ""TRAIN-002"", ""L0_doc_kind"": ""Training Material"", ""L0_template_name"": ""การใช้งานระบบ POS เบ้อื งต้นส  าหรับสาขา"", ""L0_body_source"": ""การใช้งานระบบ POS เบ้อื งต้นส  าหรับสาขา\nวัตถุประสงค์การเรียนรู้\n- ใช้งานเมนูขายและคืนสินค้า - บันทึกข้อมูลลูกค้าและสะสมคะแนนได้ถูกต้อง - แก้ไขข้อผิดพลาดเบ้อื งต้นได้\nเน้อื หาโมดูล\nสาธิตการขายและคืนสินค้า การใช้งานเมนูโปรโมชั่น และการตรวจสอบรายงานปลายวัน\nการประเมินผล\nผู้เข้าอบรมต้องผ่านแบบทดสอบหลังเรียนด้วยคะแนนไม่ต่า  กว่า 80% และมีบันทึกการเข้าเรียนครบตามที่ก  าหนด\nการประเมินผ่านเกณฑ์: ท  าแบบทดสอบหลังเรียนได้คะแนน ≥ 80% และมีบันทึกการเข้าเรียนครบตามทีก่  าหนด"", ""L0_issue_date"": ""2024-04-15""}"
TRAIN-003,"{""L0_doc_id"": ""TRAIN-003"", ""L0_doc_kind"": ""Training Material"", ""L0_template_name"": ""การใช้งานระบบ POS v2 หลังการอัปเดต (PM7)"", ""L0_body_source"": ""การใช้งานระบบ POS v2 หลัง PM7\nวัตถุประสงค์การเรียนรู้\n- ร้จ้ ักหน้าจอใหม่และฟีเจอร์ที่เปลี่ยนแปลง - ใช้งาน workflow ใหม่ได้คล่อง - แจ้งเหตุขัดข้องผ่านช่องทางที่ก  าหนด\nเน้อื หาโมดูล\nเปรียบเทียบความแตกต่างจากเวอร์ชันเดิม สาธิตการขายภายใต้ workflow ใหม่ และแบบฝึกหัดทดสอบความเข้าใจ\nการประเมินผล\nผ้้เข้าอบรมต้องผ่านแบบทดสอบหลังเรียนด้วยคะแนนไม่ต่า  กว่า 80% และมีบันทึกการเข้าเรียนครบตามที่ก  าหนด\nการประเมินผ่านเกณฑ์: ท  าแบบทดสอบหลังเรียนได้คะแนน ≥ 80% และมีบันทึกการเข้าเรียนครบตามทีก่  าหนด"", ""L0_issue_date"": ""2024-10-01""}"
TRAIN-004,"{""L0_doc_id"": ""TRAIN-004"", ""L0_doc_kind"": ""Customer Service"", ""L0_template_name"": ""แนวทางการให้บริการลูกค้าและ Care+ (PM5)"", ""L0_body_source"": ""แนวทางบริการลูกค้าและ Care+ (PM5)\nวัตถุประสงค์การเรียนรู้\n- อธิบายเง่อื นไข Care+ ให้ลูกค้าได้ชัดเจน - บันทึกการขาย Care+ ในระบบ POS - จัดการค  าถามและข้อกังวลของลูกค้า\nเน้อื หาโมดูล\nตัวอย่างสคริปต์การพูดคุย ขัน้ ตอนการเสนอ Care+ และการบันทึกเอกสารยืนยัน\nการประเมินผล\nผู้เข้าอบรมต้องผ่านแบบทดสอบหลังเรียนด้วยคะแนนไม่ต่า  กว่า 80% และมีบันทึกการเข้าเรียนครบตามที่ก  าหนด\nการประเมินผ่านเกณฑ์: ท  าแบบทดสอบหลังเรียนได้คะแนน ≥ 80% และมีบันทึกการเข้าเรียนครบตามทีก่  าหนด"", ""L0_issue_date"": ""2025-05-01""}"
TRAIN-005,"{""L0_doc_id"": ""TRAIN-005"", ""L0_doc_kind"": ""Crisis Response"", ""L0_template_name"": ""แนวปฏิบัติรับมือเหตุการณ์เรียกคืนสินค้า (E9)"", ""L0_body_source"": ""แนวปฏิบัติรับมือการเรียกคืนสินค้า (E9)\nวัตถุประสงค์การเรียนรู้\n- ร้ข้ ัน้ ตอนรับคืนกรณี vendor recall - ส่อื สารกับล้กค้าด้วยความเห็นใจ - บันทึกข้อม้ลครบถ้วนใน FACT_RETURN\nเน้อื หาโมดูล\nอธิบาย flow รับคืน บทบาทของแต่ละหน่วยงาน และเอกสารที่ต้องเตรียมตามมาตรฐาน\nการประเมินผล\nผ้้เข้าอบรมต้องผ่านแบบทดสอบหลังเรียนด้วยคะแนนไม่ต่า  กว่า 80% และมีบันทึกการเข้าเรียนครบตามที่ก  าหนด\nการประเมินผ่านเกณฑ์: ท  าแบบทดสอบหลังเรียนได้คะแนน ≥ 80% และมีบันทึกการเข้าเรียนครบตามทีก่  าหนด"", ""L0_issue_date"": ""2025-09-15""}"
VC-001,"{""L0_contract_version_id"": ""VC-001"", ""L0_vendor_id"": ""V-013"", ""L0_version_number"": ""v1"", ""L0_effective_date"": ""2024-01-01"", ""L0_contract_pdf_filename"": """"}"
VC-002,"{""L0_contract_version_id"": ""VC-002"", ""L0_vendor_id"": ""V-013"", ""L0_version_number"": ""v2"", ""L0_effective_date"": ""2025-04-01"", ""L0_contract_pdf_filename"": """"}"
VC-003,"{""L0_contract_version_id"": ""VC-003"", ""L0_vendor_id"": ""V-013"", ""L0_version_number"": ""v3"", ""L0_effective_date"": ""2025-07-01"", ""L0_contract_pdf_filename"": """"}"
VC-004,"{""L0_contract_version_id"": ""VC-004"", ""L0_vendor_id"": ""V-013"", ""L0_version_number"": ""v4"", ""L0_effective_date"": ""2025-10-01"", ""L0_contract_pdf_filename"": """"}"
VC-005,"{""L0_contract_version_id"": ""VC-005"", ""L0_vendor_id"": ""V-002"", ""L0_version_number"": ""v1"", ""L0_effective_date"": ""2024-01-01"", ""L0_contract_pdf_filename"": """"}"
VC-006,"{""L0_contract_version_id"": ""VC-006"", ""L0_vendor_id"": ""V-002"", ""L0_version_number"": ""v2"", ""L0_effective_date"": ""2025-06-01"", ""L0_contract_pdf_filename"": """"}"
VC-007,"{""L0_contract_version_id"": ""VC-007"", ""L0_vendor_id"": ""V-002"", ""L0_version_number"": ""v3"", ""L0_effective_date"": ""2025-09-01"", ""L0_contract_pdf_filename"": """"}"
VC-008,"{""L0_contract_version_id"": ""VC-008"", ""L0_vendor_id"": ""V-002"", ""L0_version_number"": ""v4"", ""L0_effective_date"": ""2025-12-01"", ""L0_contract_pdf_filename"": """"}"
VC-009,"{""L0_contract_version_id"": ""VC-009"", ""L0_vendor_id"": ""V-006"", ""L0_version_number"": ""v1"", ""L0_effective_date"": ""2024-01-01"", ""L0_contract_pdf_filename"": """"}"
VC-010,"{""L0_contract_version_id"": ""VC-010"", ""L0_vendor_id"": ""V-006"", ""L0_version_number"": ""v2"", ""L0_effective_date"": ""2024-07-01"", ""L0_contract_pdf_filename"": """"}"
VC-011,"{""L0_contract_version_id"": ""VC-011"", ""L0_vendor_id"": ""V-006"", ""L0_version_number"": ""v3"", ""L0_effective_date"": ""2025-04-01"", ""L0_contract_pdf_filename"": """"}"
VC-012,"{""L0_contract_version_id"": ""VC-012"", ""L0_vendor_id"": ""V-006"", ""L0_version_number"": ""v4"", ""L0_effective_date"": ""2025-10-01"", ""L0_contract_pdf_filename"": """"}"
VC-013,"{""L0_contract_version_id"": ""VC-013"", ""L0_vendor_id"": ""V-001"", ""L0_version_number"": ""v1"", ""L0_effective_date"": ""2024-01-01"", ""L0_contract_pdf_filename"": """"}"
VC-014,"{""L0_contract_version_id"": ""VC-014"", ""L0_vendor_id"": ""V-001"", ""L0_version_number"": ""v2"", ""L0_effective_date"": ""2024-09-01"", ""L0_contract_pdf_filename"": """"}"
VC-015,"{""L0_contract_version_id"": ""VC-015"", ""L0_vendor_id"": ""V-001"", ""L0_version_number"": ""v3"", ""L0_effective_date"": ""2025-04-01"", ""L0_contract_pdf_filename"": """"}"
VC-016,"{""L0_contract_version_id"": ""VC-016"", ""L0_vendor_id"": ""V-001"", ""L0_version_number"": ""v4"", ""L0_effective_date"": ""2025-10-01"", ""L0_contract_pdf_filename"": """"}"
VC-017,"{""L0_contract_version_id"": ""VC-017"", ""L0_vendor_id"": ""V-014"", ""L0_version_number"": ""v1"", ""L0_effective_date"": ""2024-01-01"", ""L0_contract_pdf_filename"": """"}"
VC-018,"{""L0_contract_version_id"": ""VC-018"", ""L0_vendor_id"": ""V-014"", ""L0_version_number"": ""v2"", ""L0_effective_date"": ""2024-09-01"", ""L0_contract_pdf_filename"": """"}"
VC-019,"{""L0_contract_version_id"": ""VC-019"", ""L0_vendor_id"": ""V-014"", ""L0_version_number"": ""v3"", ""L0_effective_date"": ""2025-02-01"", ""L0_contract_pdf_filename"": """"}"
VC-020,"{""L0_contract_version_id"": ""VC-020"", ""L0_vendor_id"": ""V-018"", ""L0_version_number"": ""v1"", ""L0_effective_date"": ""2025-04-01"", ""L0_contract_pdf_filename"": """"}"
VC-021,"{""L0_contract_version_id"": ""VC-021"", ""L0_vendor_id"": ""V-018"", ""L0_version_number"": ""v2"", ""L0_effective_date"": ""2025-08-01"", ""L0_contract_pdf_filename"": """"}"
VC-022,"{""L0_contract_version_id"": ""VC-022"", ""L0_vendor_id"": ""V-018"", ""L0_version_number"": ""v3"", ""L0_effective_date"": ""2025-11-01"", ""L0_contract_pdf_filename"": """"}"
